mov,$1,12,30
mov,$1,13,28
mov,$1,14,26
mov,$1,15,19
mov,$1,16,17
mov,$1,17,10
mov,$1,18,16
mov,$1,19,13
mov,$1,20,19
mov,$1,21,10
mov,$1,22,11
mov,$1,23,6
mov,$1,24,17
mov,$1,25,9
mov,$1,26,12
mov,$1,27,9
mov,$1,28,11
mov,$1,29,9
mov,$1,30,10
mov,$1,31,4
mov,$1,32,55
mov,$1,33,5
mov,$1,34,7
mov,$1,35,2
mov,$1,36,12
mov,$1,37,2
mov,$1,38,5
mov,$1,39,2
mov,$1,40,5
mov,$1,41,2
mov,$1,42,3
mov,$1,43,2
mov,$1,44,5
mov,$1,45,2
mov,$1,46,2
mov,$1,47,3
mov,$1,48,4
mov,$1,49,7
mov,$1,50,2
mov,$1,51,2
mov,$1,52,2
mov,$1,53,2
mov,$1,54,2
mov,$1,55,2
mov,$1,56,4
mov,$1,57,2
mov,$1,58,2
mov,$1,59,2
mov,$1,60,2
mov,$1,61,4
mov,$1,62,2
mov,$1,63,2
mov,$1,64,7
mov,$1,65,2
mov,$1,66,1
mov,$1,67,2
mov,$1,68,1
mov,$1,69,1
mov,$1,70,1
mov,$1,71,1
mov,$1,72,1
mov,$1,73,1
mov,$1,74,1
mov,$1,75,2
mov,$1,76,1
mov,$1,77,1
mov,$1,78,1
mov,$1,79,1
mov,$1,80,1
mov,$1,81,6
mov,$1,82,1
mov,$1,83,2
mov,$1,84,1
mov,$1,85,1
mov,$1,86,1
mov,$1,87,1
mov,$1,88,2
mov,$1,89,1
mov,$1,90,5
mov,$1,91,1
mov,$1,92,1
mov,$1,93,1
mov,$1,94,1
mov,$1,95,1
mov,$1,96,1
mov,$1,97,3
mov,$1,98,1
mov,$1,99,2
mov,$1,100,3
mov,$1,108,2
mov,$1,110,1
mov,$1,120,2
mov,$1,121,1
mov,$1,126,1
mov,$1,128,1
mov,$1,131,1
mov,$1,141,1
mov,$1,196,2
mov,$1,200,1
mov,$1,204,4
mov,$1,243,1
mov,$1,256,4
mov,$1,259,1
mov,$1,275,5
mov,$1,320,1
mov,$1,356,1
mov,$1,360,3
mov,$1,396,1
mov,$1,399,3
mov,$1,448,1
mov,$1,512,1
mov,$1,798,1
mov,$1,840,1
mov,$1,1000,2
mov,$1,1031,11
mov,$1,1080,1
mov,$1,1596,1
mov,$1,2337,1
mov,$1,2519,1
mov,$1,3125,2
mov,$1,3360,1
mov,$1,3781,2
mov,$1,4096,1
mov,$1,7776,1
mov,$1,10000,1
mov,$1,32768,3
mov,$1,46656,1
mov,$1,50853,1
mov,$1,64000,1
mov,$1,65536,1
mov,$1,100000,2
mov,$1,196572,1
mov,$1,262144,1
mov,$1,1000000,1
mov,$1,1679616,1
mov,$1,10000000,1
mov,$1,16777216,1
mov,$1,100000000,1
mov,$1,222222222,1
mov,$1,387420489,1
mov,$1,1000000000,1
mov,$1,4294967296,2
mov,$1,4294967343,1
mov,$1,$0,10551
mov,$1,$2,4126
mov,$1,$3,2898
mov,$1,$4,1828
mov,$1,$5,963
mov,$1,$6,955
mov,$1,$7,260
mov,$1,$8,530
mov,$1,$9,154
mov,$1,$10,532
mov,$1,$11,129
mov,$1,$12,290
mov,$1,$13,241
mov,$1,$14,212
mov,$1,$15,145
mov,$1,$16,134
mov,$1,$17,162
mov,$1,$18,61
mov,$1,$19,74
mov,$1,$20,52
mov,$1,$21,53
mov,$1,$22,16
mov,$1,$23,21
mov,$1,$24,21
mov,$1,$25,13
mov,$1,$26,14
mov,$1,$27,9
mov,$1,$28,77
mov,$1,$29,2
mov,$1,$30,2
mov,$1,$31,13
mov,$1,$32,32
mov,$1,$34,2
mov,$1,$35,9
mov,$1,$36,19
mov,$1,$38,2
mov,$1,$39,5
mov,$1,$40,5
mov,$1,$43,5
mov,$1,$61,1
mov,$1,$65,1
mov,$1,$69,1
mov,$1,$72,1
mov,$1,$93,1
mov,$1,$96,1
mov,$1,$246,1
mov,$1,$$0,1
mov,$1,$$1,1
mov,$1,$$2,4
mov,$1,$$3,2
mov,$1,$$4,2
mov,$2,-55,1
mov,$2,-37,1
mov,$2,-28,1
mov,$2,-23,1
mov,$2,-15,1
mov,$2,-13,1
mov,$2,-11,3
mov,$2,-9,3
mov,$2,-8,2
mov,$2,-7,4
mov,$2,-6,3
mov,$2,-5,3
mov,$2,-4,5
mov,$2,-3,21
mov,$2,-2,28
mov,$2,-1,22
mov,$2,0,129
mov,$2,1,1316
mov,$2,2,913
mov,$2,3,435
mov,$2,4,388
mov,$2,5,246
mov,$2,6,214
mov,$2,7,114
mov,$2,8,116
mov,$2,9,66
mov,$2,10,66
mov,$2,11,38
mov,$2,12,43
mov,$2,13,24
mov,$2,14,19
mov,$2,15,16
mov,$2,16,18
mov,$2,17,13
mov,$2,18,12
mov,$2,19,7
mov,$2,20,12
mov,$2,21,15
mov,$2,22,5
mov,$2,23,3
mov,$2,24,11
mov,$2,25,9
mov,$2,26,4
mov,$2,27,8
mov,$2,28,4
mov,$2,29,5
mov,$2,30,9
mov,$2,31,2
mov,$2,32,10
mov,$2,33,2
mov,$2,34,5
mov,$2,35,6
mov,$2,36,5
mov,$2,37,7
mov,$2,38,3
mov,$2,39,2
mov,$2,40,8
mov,$2,41,1
mov,$2,42,5
mov,$2,43,1
mov,$2,44,1
mov,$2,45,4
mov,$2,46,3
mov,$2,47,1
mov,$2,48,1
mov,$2,49,4
mov,$2,50,7
mov,$2,52,3
mov,$2,53,3
mov,$2,54,5
mov,$2,55,2
mov,$2,56,5
mov,$2,57,1
mov,$2,58,6
mov,$2,60,3
mov,$2,61,1
mov,$2,63,1
mov,$2,64,7
mov,$2,66,1
mov,$2,68,1
mov,$2,69,1
mov,$2,70,8
mov,$2,71,2
mov,$2,72,1
mov,$2,73,4
mov,$2,74,1
mov,$2,75,4
mov,$2,77,2
mov,$2,78,1
mov,$2,79,1
mov,$2,80,4
mov,$2,81,3
mov,$2,82,1
mov,$2,85,2
mov,$2,86,1
mov,$2,88,1
mov,$2,90,1
mov,$2,91,3
mov,$2,92,1
mov,$2,94,1
mov,$2,95,2
mov,$2,96,2
mov,$2,97,2
mov,$2,98,1
mov,$2,100,2
mov,$2,104,1
mov,$2,108,1
mov,$2,109,4
mov,$2,112,3
mov,$2,116,1
mov,$2,118,2
mov,$2,120,3
mov,$2,126,4
mov,$2,128,2
mov,$2,129,1
mov,$2,130,1
mov,$2,132,2
mov,$2,135,1
mov,$2,138,1
mov,$2,140,1
mov,$2,142,1
mov,$2,143,1
mov,$2,146,1
mov,$2,147,2
mov,$2,148,1
mov,$2,150,1
mov,$2,152,1
mov,$2,154,1
mov,$2,160,2
mov,$2,164,1
mov,$2,169,5
mov,$2,176,1
mov,$2,190,1
mov,$2,192,1
mov,$2,199,1
mov,$2,207,2
mov,$2,242,1
mov,$2,256,1
mov,$2,272,1
mov,$2,322,1
mov,$2,784,1
mov,$2,841,2
mov,$2,900,2
mov,$2,961,1
mov,$2,2401,1
mov,$2,7142,2
mov,$2,19604,1
mov,$2,32768,3
mov,$2,46656,1
mov,$2,78125,1
mov,$2,131067,1
mov,$2,262146,1
mov,$2,531441,2
mov,$2,823543,1
mov,$2,1000000,1
mov,$2,1679616,1
mov,$2,2985984,1
mov,$2,222222222,1
mov,$2,10000000000,1
mov,$2,377801998336,2
mov,$2,$0,6254
mov,$2,$1,914
mov,$2,$3,1860
mov,$2,$4,841
mov,$2,$5,351
mov,$2,$6,174
mov,$2,$7,81
mov,$2,$8,56
mov,$2,$9,13
mov,$2,$10,9
mov,$2,$11,2
mov,$2,$13,1
mov,$2,$14,1
mov,$3,-45,1
mov,$3,-20,2
mov,$3,-5,1
mov,$3,-4,7
mov,$3,-3,1
mov,$3,-2,9
mov,$3,-1,13
mov,$3,0,183
mov,$3,1,978
mov,$3,2,796
mov,$3,3,336
mov,$3,4,257
mov,$3,5,157
mov,$3,6,175
mov,$3,7,97
mov,$3,8,73
mov,$3,9,36
mov,$3,10,47
mov,$3,11,19
mov,$3,12,14
mov,$3,13,7
mov,$3,14,12
mov,$3,15,4
mov,$3,16,12
mov,$3,17,11
mov,$3,18,2
mov,$3,19,3
mov,$3,20,4
mov,$3,21,2
mov,$3,22,1
mov,$3,23,2
mov,$3,24,7
mov,$3,25,3
mov,$3,26,4
mov,$3,29,2
mov,$3,30,1
mov,$3,31,4
mov,$3,32,7
mov,$3,34,2
mov,$3,35,1
mov,$3,36,8
mov,$3,37,1
mov,$3,38,1
mov,$3,40,7
mov,$3,41,1
mov,$3,42,1
mov,$3,45,2
mov,$3,47,1
mov,$3,48,1
mov,$3,49,4
mov,$3,50,3
mov,$3,53,1
mov,$3,54,2
mov,$3,55,3
mov,$3,56,1
mov,$3,62,1
mov,$3,63,1
mov,$3,64,2
mov,$3,65,1
mov,$3,68,1
mov,$3,70,1
mov,$3,78,1
mov,$3,80,1
mov,$3,81,2
mov,$3,84,1
mov,$3,85,2
mov,$3,89,1
mov,$3,90,2
mov,$3,100,1
mov,$3,108,1
mov,$3,111,1
mov,$3,112,1
mov,$3,120,1
mov,$3,126,1
mov,$3,133,1
mov,$3,171,1
mov,$3,172,1
mov,$3,225,1
mov,$3,243,1
mov,$3,256,1
mov,$3,431,1
mov,$3,512,2
mov,$3,896,1
mov,$3,898,1
mov,$3,1031,1
mov,$3,1708,1
mov,$3,1761,1
mov,$3,2025,1
mov,$3,10000,2
mov,$3,11700,1
mov,$3,16384,1
mov,$3,40320,1
mov,$3,153180,1
mov,$3,524288,1
mov,$3,1679616,2
mov,$3,10000000000,1
mov,$3,13168189440000,1
mov,$3,$0,2924
mov,$3,$1,791
mov,$3,$2,1225
mov,$3,$4,1233
mov,$3,$5,478
mov,$3,$6,472
mov,$3,$7,109
mov,$3,$8,57
mov,$3,$9,29
mov,$3,$10,11
mov,$3,$11,3
mov,$3,$13,1
mov,$3,$16,1
mov,$3,$$0,1
mov,$3,$$4,1
mov,$4,-9,2
mov,$4,-6,1
mov,$4,-4,2
mov,$4,-3,7
mov,$4,-2,10
mov,$4,-1,4
mov,$4,0,328
mov,$4,1,600
mov,$4,2,524
mov,$4,3,214
mov,$4,4,176
mov,$4,5,113
mov,$4,6,99
mov,$4,7,45
mov,$4,8,32
mov,$4,9,31
mov,$4,10,32
mov,$4,11,14
mov,$4,12,11
mov,$4,13,5
mov,$4,14,1
mov,$4,15,5
mov,$4,16,4
mov,$4,17,1
mov,$4,18,5
mov,$4,19,2
mov,$4,20,4
mov,$4,21,4
mov,$4,22,2
mov,$4,23,2
mov,$4,24,3
mov,$4,26,1
mov,$4,28,2
mov,$4,29,2
mov,$4,31,1
mov,$4,36,1
mov,$4,37,1
mov,$4,42,4
mov,$4,44,2
mov,$4,45,1
mov,$4,48,1
mov,$4,49,1
mov,$4,50,1
mov,$4,51,1
mov,$4,54,1
mov,$4,56,1
mov,$4,59,1
mov,$4,60,1
mov,$4,63,1
mov,$4,64,1
mov,$4,66,1
mov,$4,79,4
mov,$4,80,1
mov,$4,81,1
mov,$4,123,2
mov,$4,125,2
mov,$4,128,1
mov,$4,144,2
mov,$4,384,1
mov,$4,729,1
mov,$4,2304,1
mov,$4,19691,1
mov,$4,$0,2409
mov,$4,$1,529
mov,$4,$2,728
mov,$4,$3,784
mov,$4,$5,610
mov,$4,$6,230
mov,$4,$7,131
mov,$4,$8,46
mov,$4,$9,25
mov,$4,$10,9
mov,$4,$11,5
mov,$4,$13,3
mov,$4,$$0,1
mov,$4,$$1,1
mov,$4,$$5,1
mov,$5,-11,1
mov,$5,-7,1
mov,$5,-6,1
mov,$5,-5,2
mov,$5,-3,1
mov,$5,-2,5
mov,$5,-1,3
mov,$5,0,439
mov,$5,1,296
mov,$5,2,348
mov,$5,3,117
mov,$5,4,90
mov,$5,5,62
mov,$5,6,57
mov,$5,7,21
mov,$5,8,31
mov,$5,9,19
mov,$5,10,17
mov,$5,11,2
mov,$5,12,3
mov,$5,13,6
mov,$5,15,4
mov,$5,16,4
mov,$5,17,4
mov,$5,19,2
mov,$5,21,1
mov,$5,22,1
mov,$5,23,2
mov,$5,27,1
mov,$5,28,1
mov,$5,29,1
mov,$5,30,1
mov,$5,33,5
mov,$5,35,1
mov,$5,36,1
mov,$5,37,1
mov,$5,40,1
mov,$5,42,1
mov,$5,49,1
mov,$5,50,1
mov,$5,52,1
mov,$5,55,2
mov,$5,63,1
mov,$5,64,1
mov,$5,75,1
mov,$5,77,1
mov,$5,80,5
mov,$5,116,1
mov,$5,120,2
mov,$5,136,1
mov,$5,144,2
mov,$5,150,1
mov,$5,182,1
mov,$5,222,1
mov,$5,2401,1
mov,$5,4096,1
mov,$5,9605,1
mov,$5,32768,1
mov,$5,120259084288,1
mov,$5,$0,1985
mov,$5,$1,264
mov,$5,$2,282
mov,$5,$3,247
mov,$5,$4,601
mov,$5,$6,381
mov,$5,$7,133
mov,$5,$8,42
mov,$5,$9,25
mov,$5,$10,10
mov,$5,$11,1
mov,$5,$13,2
mov,$6,-47,1
mov,$6,-25,1
mov,$6,-14,1
mov,$6,-5,1
mov,$6,-2,1
mov,$6,-1,3
mov,$6,0,180
mov,$6,1,196
mov,$6,2,226
mov,$6,3,64
mov,$6,4,38
mov,$6,5,33
mov,$6,6,36
mov,$6,7,14
mov,$6,8,20
mov,$6,9,6
mov,$6,10,7
mov,$6,11,7
mov,$6,12,4
mov,$6,13,1
mov,$6,14,4
mov,$6,15,2
mov,$6,16,1
mov,$6,18,1
mov,$6,19,1
mov,$6,22,2
mov,$6,27,2
mov,$6,29,1
mov,$6,32,1
mov,$6,49,1
mov,$6,59,3
mov,$6,60,6
mov,$6,64,1
mov,$6,65,1
mov,$6,83,1
mov,$6,100,1
mov,$6,158,1
mov,$6,256,1
mov,$6,720,1
mov,$6,5038,3
mov,$6,5040,1
mov,$6,9999,1
mov,$6,40320,1
mov,$6,59049,1
mov,$6,16777500,1
mov,$6,$0,950
mov,$6,$1,396
mov,$6,$2,175
mov,$6,$3,222
mov,$6,$4,158
mov,$6,$5,398
mov,$6,$7,205
mov,$6,$8,53
mov,$6,$9,28
mov,$6,$10,6
mov,$6,$11,3
mov,$6,$13,1
mov,$6,$15,9
mov,$6,$$0,1
mov,$7,-89,2
mov,$7,-2,1
mov,$7,-1,2
mov,$7,0,305
mov,$7,1,86
mov,$7,2,318
mov,$7,3,25
mov,$7,4,15
mov,$7,5,21
mov,$7,6,16
mov,$7,7,13
mov,$7,8,13
mov,$7,9,9
mov,$7,10,10
mov,$7,11,2
mov,$7,12,2
mov,$7,13,4
mov,$7,14,1
mov,$7,16,1
mov,$7,17,1
mov,$7,20,1
mov,$7,21,1
mov,$7,24,2
mov,$7,26,1
mov,$7,28,1
mov,$7,29,1
mov,$7,30,3
mov,$7,31,1
mov,$7,32,1
mov,$7,35,2
mov,$7,36,1
mov,$7,37,1
mov,$7,38,1
mov,$7,44,3
mov,$7,56,1
mov,$7,58,1
mov,$7,60,1
mov,$7,62,1
mov,$7,65,1
mov,$7,78,2
mov,$7,112,1
mov,$7,148,1
mov,$7,156,1
mov,$7,$0,1184
mov,$7,$1,107
mov,$7,$2,35
mov,$7,$3,48
mov,$7,$4,89
mov,$7,$5,40
mov,$7,$6,146
mov,$7,$8,122
mov,$7,$9,16
mov,$7,$10,11
mov,$7,$11,5
mov,$7,$15,1
mov,$8,-1,1
mov,$8,0,115
mov,$8,1,49
mov,$8,2,125
mov,$8,3,19
mov,$8,4,10
mov,$8,5,12
mov,$8,6,11
mov,$8,7,6
mov,$8,8,8
mov,$8,9,2
mov,$8,10,3
mov,$8,11,3
mov,$8,12,3
mov,$8,14,1
mov,$8,15,1
mov,$8,16,3
mov,$8,23,1
mov,$8,26,1
mov,$8,32,1
mov,$8,34,1
mov,$8,50,1
mov,$8,70,1
mov,$8,77,1
mov,$8,106,1
mov,$8,120,1
mov,$8,123,1
mov,$8,125,1
mov,$8,288,1
mov,$8,343,1
mov,$8,$0,417
mov,$8,$1,284
mov,$8,$2,34
mov,$8,$3,29
mov,$8,$4,32
mov,$8,$5,59
mov,$8,$6,81
mov,$8,$7,331
mov,$8,$9,94
mov,$8,$10,8
mov,$8,$11,4
mov,$8,$12,1
mov,$8,$13,5
mov,$8,$14,4
mov,$8,$15,2
mov,$8,$22,1
mov,$9,0,306
mov,$9,1,21
mov,$9,2,224
mov,$9,3,3
mov,$9,4,4
mov,$9,5,5
mov,$9,9,1
mov,$9,10,1
mov,$9,12,1
mov,$9,13,1
mov,$9,17,1
mov,$9,18,1
mov,$9,19,1
mov,$9,21,1
mov,$9,26,1
mov,$9,56,1
mov,$9,64,1
mov,$9,71,1
mov,$9,216,1
mov,$9,10000000,1
mov,$9,$0,866
mov,$9,$1,86
mov,$9,$2,9
mov,$9,$3,7
mov,$9,$4,9
mov,$9,$5,8
mov,$9,$6,16
mov,$9,$7,13
mov,$9,$8,94
mov,$9,$10,13
mov,$9,$12,2
mov,$9,$13,2
mov,$10,0,45
mov,$10,1,17
mov,$10,2,74
mov,$10,3,4
mov,$10,5,1
mov,$10,6,2
mov,$10,7,2
mov,$10,8,2
mov,$10,9,2
mov,$10,10,4
mov,$10,11,1
mov,$10,15,1
mov,$10,18,2
mov,$10,39,1
mov,$10,54,1
mov,$10,343,1
mov,$10,$0,267
mov,$10,$1,253
mov,$10,$2,7
mov,$10,$3,10
mov,$10,$4,7
mov,$10,$5,11
mov,$10,$6,6
mov,$10,$7,25
mov,$10,$8,3
mov,$10,$9,216
mov,$10,$11,7
mov,$10,$13,2
mov,$10,$14,1
mov,$10,$17,1
mov,$11,0,143
mov,$11,1,2
mov,$11,2,223
mov,$11,4,1
mov,$11,5,1
mov,$11,12,1
mov,$11,22,1
mov,$11,53,1
mov,$11,106,1
mov,$11,112,1
mov,$11,$0,576
mov,$11,$1,28
mov,$11,$4,3
mov,$11,$10,92
mov,$11,$12,7
mov,$12,0,47
mov,$12,1,2
mov,$12,2,29
mov,$12,$0,362
mov,$12,$1,127
mov,$12,$3,3
mov,$12,$4,1
mov,$12,$9,1
mov,$12,$11,239
mov,$12,$13,1
mov,$13,0,69
mov,$13,1,1
mov,$13,2,117
mov,$13,$0,388
mov,$13,$1,41
mov,$13,$3,1
mov,$13,$12,55
mov,$14,0,18
mov,$14,1,4
mov,$14,2,41
mov,$14,$0,346
mov,$14,$1,65
mov,$14,$13,112
mov,$15,0,29
mov,$15,2,66
mov,$15,$0,278
mov,$15,$1,18
mov,$15,$14,46
mov,$16,0,42
mov,$16,1,3
mov,$16,2,18
mov,$16,$0,281
mov,$16,$1,29
mov,$16,$15,57
mov,$17,0,13
mov,$17,2,30
mov,$17,$0,157
mov,$17,$1,42
mov,$17,$16,21
mov,$18,0,7
mov,$18,1,1
mov,$18,2,41
mov,$18,$0,188
mov,$18,$1,12
mov,$18,$17,32
mov,$19,0,12
mov,$19,2,12
mov,$19,$0,97
mov,$19,$1,7
mov,$19,$8,1
mov,$19,$18,45
mov,$20,0,12
mov,$20,2,7
mov,$20,$0,120
mov,$20,$1,12
mov,$20,$19,14
mov,$21,0,3
mov,$21,2,12
mov,$21,$0,57
mov,$21,$1,12
mov,$21,$20,8
mov,$22,0,5
mov,$22,2,12
mov,$22,$0,64
mov,$22,$1,3
mov,$22,$21,12
mov,$23,0,9
mov,$23,2,3
mov,$23,$0,35
mov,$23,$1,5
mov,$23,$22,13
mov,$24,2,5
mov,$24,$0,30
mov,$24,$1,9
mov,$24,$23,4
mov,$25,2,9
mov,$25,$0,17
mov,$25,$24,5
mov,$26,$0,29
mov,$26,$2,2
mov,$26,$3,3
mov,$26,$25,10
mov,$27,0,40
mov,$27,$0,91
mov,$27,$26,1
mov,$28,$0,20
mov,$28,$1,41
mov,$28,$27,2
mov,$29,2,41
mov,$29,$0,38
mov,$29,$28,13
mov,$30,0,2
mov,$30,$0,21
mov,$30,$29,49
mov,$31,0,20
mov,$31,$0,36
mov,$31,$1,2
mov,$31,$30,6
mov,$32,2,2
mov,$32,$0,11
mov,$32,$1,20
mov,$32,$31,6
mov,$33,1,1
mov,$33,2,22
mov,$33,$0,17
mov,$33,$32,2
mov,$34,$0,11
mov,$34,$1,1
mov,$34,$33,23
mov,$35,0,6
mov,$35,2,1
mov,$35,$0,21
mov,$35,$34,5
mov,$36,$0,9
mov,$36,$1,6
mov,$36,$35,3
mov,$37,2,7
mov,$37,$0,16
mov,$38,0,1
mov,$38,$0,6
mov,$38,$37,6
mov,$39,$0,7
mov,$39,$1,1
mov,$39,$38,1
mov,$40,2,1
mov,$40,$0,4
mov,$40,$39,1
mov,$41,$0,5
mov,$41,$40,1
mov,$42,$0,5
mov,$44,1,1
mov,$44,$0,5
mov,$60,0,1
mov,$60,$0,1
mov,$61,$1,1
mov,$62,2,1
mov,$63,$62,1
mov,$64,0,1
mov,$64,$0,1
mov,$65,$1,1
mov,$66,2,1
mov,$67,$66,1
mov,$68,$0,1
mov,$70,$0,1
mov,$71,$0,1
mov,$73,$0,1
mov,$92,$0,1
mov,$94,$0,1
mov,$95,$0,1
mov,$97,$0,1
mov,$245,$0,1
mov,$247,$0,1
mov,$$0,0,2
mov,$$0,1,2
mov,$$0,2,3
mov,$$0,$0,2
mov,$$0,$2,1
mov,$$0,$$1,2
mov,$$0,$$2,1
mov,$$1,1,2
mov,$$1,3,1
mov,$$1,5,1
mov,$$1,$0,1
mov,$$1,$2,1
mov,$$1,$$0,1
mov,$$1,$$2,1
mov,$$2,1,1
mov,$$2,2,1
mov,$$2,3,1
mov,$$2,$0,1
mov,$$2,$2,4
mov,$$2,$5,1
mov,$$2,$6,1
mov,$$2,$$0,2
mov,$$2,$$4,1
mov,$$3,5,1
mov,$$3,$0,1
mov,$$3,$3,1
mov,$$3,$$0,2
mov,$$4,0,1
mov,$$4,1,1
mov,$$4,2,1
mov,$$4,$0,1
mov,$$4,$1,1
mov,$$4,$$1,1
mov,$$4,$$2,1
mov,$$5,1,1
mov,$$5,4,1
add,$0,1,3688
add,$0,2,1353
add,$0,3,720
add,$0,4,491
add,$0,5,359
add,$0,6,232
add,$0,7,165
add,$0,8,133
add,$0,9,77
add,$0,10,57
add,$0,11,46
add,$0,12,30
add,$0,13,23
add,$0,14,31
add,$0,15,41
add,$0,16,20
add,$0,17,15
add,$0,18,13
add,$0,19,6
add,$0,20,9
add,$0,21,10
add,$0,22,13
add,$0,23,7
add,$0,24,12
add,$0,25,9
add,$0,26,6
add,$0,27,2
add,$0,28,6
add,$0,29,5
add,$0,30,6
add,$0,31,3
add,$0,32,1
add,$0,33,2
add,$0,34,1
add,$0,35,3
add,$0,36,1
add,$0,37,2
add,$0,38,5
add,$0,39,2
add,$0,40,2
add,$0,41,2
add,$0,42,1
add,$0,43,1
add,$0,44,3
add,$0,45,2
add,$0,46,1
add,$0,47,1
add,$0,48,3
add,$0,49,1
add,$0,50,1
add,$0,52,1
add,$0,56,6
add,$0,65,1
add,$0,66,1
add,$0,67,2
add,$0,89,1
add,$0,92,1
add,$0,93,1
add,$0,94,1
add,$0,100,3
add,$0,102,1
add,$0,106,1
add,$0,125,1
add,$0,145,1
add,$0,155,1
add,$0,156,1
add,$0,170,3
add,$0,179,1
add,$0,227,1
add,$0,256,1
add,$0,267,1
add,$0,318,1
add,$0,324,1
add,$0,361,1
add,$0,366,2
add,$0,392,1
add,$0,721,1
add,$0,841,1
add,$0,909,1
add,$0,1252,1
add,$0,1447,1
add,$0,1718,2
add,$0,2411,1
add,$0,2522,1
add,$0,2523,2
add,$0,6565,1
add,$0,8190,3
add,$0,11700,1
add,$0,34887,1
add,$0,46079,1
add,$0,52910,1
add,$0,290255,1
add,$0,10000000,1
add,$0,11441476,2
add,$0,17968504,1
add,$0,1073741824,2
add,$0,$1,589
add,$0,$2,863
add,$0,$3,582
add,$0,$4,418
add,$0,$5,277
add,$0,$6,154
add,$0,$7,302
add,$0,$8,115
add,$0,$9,211
add,$0,$10,61
add,$0,$11,217
add,$0,$12,28
add,$0,$13,117
add,$0,$14,40
add,$0,$15,62
add,$0,$16,18
add,$0,$17,29
add,$0,$18,41
add,$0,$19,11
add,$0,$20,7
add,$0,$21,12
add,$0,$22,13
add,$0,$23,3
add,$0,$24,5
add,$0,$25,9
add,$0,$26,7
add,$0,$29,40
add,$0,$32,2
add,$0,$33,20
add,$0,$35,1
add,$0,$37,6
add,$0,$40,1
add,$0,$62,1
add,$0,$66,1
add,$0,$$0,1
add,$0,$$6,1
add,$1,1,6781
add,$1,2,1842
add,$1,3,1041
add,$1,4,743
add,$1,5,512
add,$1,6,336
add,$1,7,231
add,$1,8,176
add,$1,9,132
add,$1,10,94
add,$1,11,102
add,$1,12,72
add,$1,13,69
add,$1,14,37
add,$1,15,49
add,$1,16,64
add,$1,17,40
add,$1,18,35
add,$1,19,34
add,$1,20,30
add,$1,21,33
add,$1,22,18
add,$1,23,32
add,$1,24,34
add,$1,25,13
add,$1,26,16
add,$1,27,12
add,$1,28,12
add,$1,29,20
add,$1,30,15
add,$1,31,16
add,$1,32,11
add,$1,33,12
